vehicle_id,timestamp,vehicle_type,vehicle_age_years,engine_size_l,vehicle_weight_kg,fuel_type,latitude,longitude,speed_kmph,acceleration_mps2,rpm,gear,throttle_position_pct,brake_pressure_pct,engine_load_pct,road_slope_pct,road_type,traffic_level,ambient_temperature_c,distance_travelled_km,idle_duration_sec,fuel_level_l,fuel_rate_lph,fuel_consumption_l_100km,behavior_label
V001,2026-08-22T10:10:01,Van,1,2.0,2930.9,Diesel,19.067553,72.925556,50.0,3.77,4500.0,2,99.4,0.0,93.6,-1.21,Urban,High,28.4,0.025,0,55.69,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:02,Van,1,2.0,2930.9,Diesel,19.067678,72.925656,50.0,3.52,4500.0,2,92.0,0.0,91.8,-0.75,Urban,High,28.5,0.038,0,55.69,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:03,Van,1,2.0,2930.9,Diesel,19.067803,72.925756,50.0,4.16,4500.0,2,91.3,0.0,98.7,0.4,Urban,High,28.7,0.052,0,55.68,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:04,Van,1,2.0,2930.9,Diesel,19.067928,72.925856,50.0,3.16,4500.0,2,91.2,0.0,91.2,0.4,Urban,High,25.6,0.066,0,55.68,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:05,Van,1,2.0,2930.9,Diesel,19.068053,72.925956,50.0,3.93,4500.0,2,96.2,0.0,93.0,-0.05,Urban,High,28.6,0.08,0,55.68,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:06,Van,1,2.0,2930.9,Diesel,19.068178,72.926056,50.0,3.61,4500.0,2,96.1,0.0,91.7,-0.1,Urban,High,27.5,0.094,0,55.68,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:07,Van,1,2.0,2930.9,Diesel,19.068303,72.926156,50.0,3.1,4500.0,2,87.0,0.0,90.6,-0.61,Urban,High,29.2,0.108,0,55.67,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:08,Van,1,2.0,2930.9,Diesel,19.068428,72.926256,50.0,4.05,4500.0,2,97.7,0.0,95.5,-1.65,Urban,High,27.4,0.122,0,55.67,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:09,Van,1,2.0,2930.9,Diesel,19.068553,72.926356,50.0,2.63,4500.0,2,97.9,0.0,93.0,1.77,Urban,High,29.1,0.136,0,55.67,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:10,Van,1,2.0,2930.9,Diesel,19.068678,72.926456,50.0,4.15,4500.0,2,87.0,0.0,93.0,-4.05,Urban,High,30.2,0.15,0,55.66,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:11,Van,1,2.0,2930.9,Diesel,19.068803,72.926556,50.0,2.9,4500.0,2,93.1,0.0,89.8,-1.42,Urban,High,25.5,0.163,0,55.66,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:12,Van,1,2.0,2930.9,Diesel,19.068928,72.926656,50.0,3.83,4500.0,2,87.1,0.0,92.4,0.85,Urban,High,31.8,0.177,0,55.66,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:13,Van,1,2.0,2930.9,Diesel,19.069053,72.926756,50.0,2.71,4500.0,2,97.9,0.0,93.4,-0.53,Urban,High,27.8,0.191,0,55.66,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:14,Van,1,2.0,2930.9,Diesel,19.069178,72.926856,50.0,3.35,4500.0,2,92.8,0.0,99.7,0.55,Urban,High,28.3,0.205,0,55.65,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:15,Van,1,2.0,2930.9,Diesel,19.069303,72.926956,50.0,3.12,4500.0,2,89.3,0.0,91.4,-0.08,Urban,High,29.4,0.219,0,55.65,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:16,Van,1,2.0,2930.9,Diesel,19.069428,72.927056,50.0,3.87,4500.0,2,92.1,0.0,98.8,-0.97,Urban,High,26.0,0.233,0,55.65,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:17,Van,1,2.0,2930.9,Diesel,19.069553,72.927156,50.0,2.97,4500.0,2,91.8,0.0,96.3,1.7,Urban,High,27.1,0.247,0,55.65,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:18,Van,1,2.0,2930.9,Diesel,19.069678,72.927256,50.0,2.78,4500.0,2,95.3,0.0,93.9,-0.7,Urban,High,28.8,0.261,0,55.64,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:19,Van,1,2.0,2930.9,Diesel,19.069803,72.927356,50.0,3.74,4500.0,2,89.8,0.0,90.3,-1.67,Urban,High,25.2,0.275,0,55.64,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:20,Van,1,2.0,2930.9,Diesel,19.069928,72.927456,50.0,3.52,4500.0,2,92.6,0.0,94.6,-0.74,Urban,High,29.3,0.288,0,55.64,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:21,Van,1,2.0,2930.9,Diesel,19.070053,72.927556,50.0,3.75,4500.0,2,91.4,0.0,89.4,1.08,Urban,High,26.3,0.302,0,55.64,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:22,Van,1,2.0,2930.9,Diesel,19.070178,72.927656,50.0,3.76,4500.0,2,93.3,0.0,91.7,-0.92,Urban,High,28.4,0.316,0,55.63,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:23,Van,1,2.0,2930.9,Diesel,19.070303,72.927756,50.0,3.31,4500.0,2,90.6,0.0,96.2,-1.9,Urban,High,27.1,0.33,0,55.63,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:24,Van,1,2.0,2930.9,Diesel,19.070428,72.927856,50.0,2.65,4500.0,2,89.5,0.0,89.5,1.02,Urban,High,27.0,0.344,0,55.63,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:25,Van,1,2.0,2930.9,Diesel,19.070553,72.927956,50.0,3.35,4500.0,2,99.7,0.0,90.3,-1.58,Urban,High,30.3,0.358,0,55.62,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:26,Van,1,2.0,2930.9,Diesel,19.070678,72.928056,50.0,3.47,4500.0,2,88.8,0.0,90.6,-2.68,Urban,High,27.4,0.372,0,55.62,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:27,Van,1,2.0,2930.9,Diesel,19.070803,72.928156,50.0,3.56,4500.0,2,92.4,0.0,96.8,-0.99,Urban,High,28.8,0.386,0,55.62,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:28,Van,1,2.0,2930.9,Diesel,19.070928,72.928256,50.0,3.63,4500.0,2,98.3,0.0,97.9,-0.85,Urban,High,26.3,0.4,0,55.62,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:29,Van,1,2.0,2930.9,Diesel,19.071053,72.928356,50.0,3.29,4500.0,2,85.3,0.0,98.9,-1.03,Urban,High,28.5,0.413,0,55.61,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:30,Van,1,2.0,2930.9,Diesel,19.071178,72.928456,50.0,3.7,4500.0,2,99.6,0.0,92.7,-0.33,Urban,High,24.8,0.427,0,55.61,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:31,Van,1,2.0,2930.9,Diesel,19.071303,72.928556,50.0,2.94,4500.0,2,99.2,0.0,93.5,-0.68,Urban,High,29.4,0.441,0,55.61,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:32,Van,1,2.0,2930.9,Diesel,19.071428,72.928656,50.0,3.75,4500.0,2,97.0,0.0,98.3,-0.35,Urban,High,26.8,0.455,0,55.61,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:33,Van,1,2.0,2930.9,Diesel,19.071553,72.928756,50.0,2.99,4500.0,2,91.6,0.0,89.6,1.21,Urban,High,25.5,0.469,0,55.6,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:34,Van,1,2.0,2930.9,Diesel,19.071678,72.928856,50.0,4.08,4500.0,2,97.5,0.0,89.2,0.48,Urban,High,26.2,0.483,0,55.6,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:35,Van,1,2.0,2930.9,Diesel,19.071803,72.928956,50.0,4.13,4500.0,2,97.8,0.0,90.7,1.18,Urban,High,28.5,0.497,0,55.6,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:36,Van,1,2.0,2930.9,Diesel,19.071928,72.929056,50.0,2.96,4500.0,2,92.8,0.0,88.6,1.73,Urban,High,26.3,0.511,0,55.6,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:37,Van,1,2.0,2930.9,Diesel,19.072053,72.929156,50.0,4.07,4500.0,2,93.8,0.0,96.4,-1.2,Urban,High,28.3,0.525,0,55.59,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:38,Van,1,2.0,2930.9,Diesel,19.072178,72.929256,50.0,3.01,4500.0,2,97.1,0.0,89.9,1.39,Urban,High,27.4,0.538,0,55.59,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:39,Van,1,2.0,2930.9,Diesel,19.072303,72.929356,50.0,3.23,4500.0,2,86.8,0.0,88.6,-0.99,Urban,High,27.4,0.552,0,55.59,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:40,Van,1,2.0,2930.9,Diesel,19.072428,72.929456,50.0,3.42,4500.0,2,94.8,0.0,99.3,0.13,Urban,High,29.5,0.566,0,55.58,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:41,Van,1,2.0,2930.9,Diesel,19.072553,72.929556,50.0,2.8,4500.0,2,89.0,0.0,90.2,-0.53,Urban,High,27.2,0.58,0,55.58,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:42,Van,1,2.0,2930.9,Diesel,19.072678,72.929656,50.0,4.1,4500.0,2,90.5,0.0,91.2,-2.61,Urban,High,26.4,0.594,0,55.58,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:43,Van,1,2.0,2930.9,Diesel,19.072803,72.929756,50.0,3.91,4500.0,2,85.5,0.0,90.9,0.82,Urban,High,29.3,0.608,0,55.58,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:44,Van,1,2.0,2930.9,Diesel,19.072928,72.929856,50.0,3.83,4500.0,2,93.6,0.0,94.9,0.31,Urban,High,28.5,0.622,0,55.57,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:45,Van,1,2.0,2930.9,Diesel,19.073053,72.929956,50.0,2.79,4500.0,2,92.7,0.0,94.4,0.4,Urban,High,27.5,0.636,0,55.57,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:46,Van,1,2.0,2930.9,Diesel,19.073178,72.930056,50.0,3.94,4500.0,2,85.7,0.0,91.7,-1.35,Urban,High,28.7,0.65,0,55.57,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:47,Van,1,2.0,2930.9,Diesel,19.073303,72.930156,50.0,3.41,4500.0,2,86.9,0.0,95.5,-1.08,Urban,High,25.6,0.663,0,55.57,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:48,Van,1,2.0,2930.9,Diesel,19.073428,72.930256,50.0,3.26,4500.0,2,87.1,0.0,88.8,0.7,Urban,High,28.9,0.677,0,55.56,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:49,Van,1,2.0,2930.9,Diesel,19.073553,72.930356,50.0,3.08,4500.0,2,99.9,0.0,93.1,0.54,Urban,High,28.7,0.691,0,55.56,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:50,Van,1,2.0,2930.9,Diesel,19.073678,72.930456,50.0,4.15,4500.0,2,94.8,0.0,97.2,-1.68,Urban,High,26.3,0.705,0,55.56,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:51,Van,1,2.0,2930.9,Diesel,19.073803,72.930556,50.0,2.97,4500.0,2,89.8,0.0,98.0,-0.18,Urban,High,29.4,0.719,0,55.56,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:52,Van,1,2.0,2930.9,Diesel,19.073928,72.930656,50.0,3.64,4500.0,2,86.4,0.0,94.4,-1.76,Urban,High,28.5,0.733,0,55.55,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:53,Van,1,2.0,2930.9,Diesel,19.074053,72.930756,50.0,3.59,4500.0,2,91.2,0.0,90.6,0.11,Urban,High,27.5,0.747,0,55.55,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:54,Van,1,2.0,2930.9,Diesel,19.074178,72.930856,50.0,3.74,4500.0,2,98.0,0.0,93.4,1.3,Urban,High,26.7,0.761,0,55.55,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:55,Van,1,2.0,2930.9,Diesel,19.074303,72.930956,50.0,3.23,4500.0,2,85.8,0.0,98.2,0.07,Urban,High,25.4,0.775,0,55.54,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:56,Van,1,2.0,2930.9,Diesel,19.074428,72.931056,50.0,2.94,4500.0,2,91.1,0.0,94.4,-0.52,Urban,High,29.2,0.788,0,55.54,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:57,Van,1,2.0,2930.9,Diesel,19.074553,72.931156,50.0,4.07,4500.0,2,88.0,0.0,88.1,-1.25,Urban,High,30.2,0.802,0,55.54,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:58,Van,1,2.0,2930.9,Diesel,19.074678,72.931256,50.0,4.01,4500.0,2,88.2,0.0,92.6,-0.82,Urban,High,29.7,0.816,0,55.54,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:10:59,Van,1,2.0,2930.9,Diesel,19.074803,72.931356,50.0,3.61,4500.0,2,98.5,0.0,92.3,-0.43,Urban,High,26.7,0.83,0,55.53,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:00,Van,1,2.0,2930.9,Diesel,19.074928,72.931456,50.0,3.32,4500.0,2,87.2,0.0,99.9,-0.27,Urban,High,29.3,0.844,0,55.53,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:01,Van,1,2.0,2930.9,Diesel,19.075053,72.931556,50.0,3.71,4500.0,2,97.4,0.0,95.5,0.5,Urban,High,26.3,0.858,0,55.53,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:02,Van,1,2.0,2930.9,Diesel,19.075178,72.931656,50.0,3.03,4500.0,2,98.6,0.0,97.4,0.34,Urban,High,28.8,0.872,0,55.53,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:03,Van,1,2.0,2930.9,Diesel,19.075303,72.931756,50.0,2.96,4500.0,2,99.6,0.0,92.5,0.67,Urban,High,22.4,0.886,0,55.52,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:04,Van,1,2.0,2930.9,Diesel,19.075428,72.931856,50.0,2.84,4500.0,2,95.3,0.0,95.2,-0.19,Urban,High,27.2,0.9,0,55.52,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:05,Van,1,2.0,2930.9,Diesel,19.075553,72.931956,50.0,2.96,4500.0,2,85.7,0.0,93.3,0.65,Urban,High,26.5,0.913,0,55.52,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:06,Van,1,2.0,2930.9,Diesel,19.075678,72.932056,50.0,3.63,4500.0,2,86.0,0.0,92.5,-1.29,Urban,High,28.3,0.927,0,55.52,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:07,Van,1,2.0,2930.9,Diesel,19.075803,72.932156,50.0,4.0,4500.0,2,99.0,0.0,88.4,-0.54,Urban,High,30.8,0.941,0,55.51,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:08,Van,1,2.0,2930.9,Diesel,19.075928,72.932256,50.0,3.48,4500.0,2,85.5,0.0,96.4,1.56,Urban,High,30.3,0.955,0,55.51,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:09,Van,1,2.0,2930.9,Diesel,19.076053,72.932356,50.0,3.32,4500.0,2,85.3,0.0,93.4,-0.69,Urban,High,28.6,0.969,0,55.51,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:10,Van,1,2.0,2930.9,Diesel,19.076178,72.932456,50.0,3.16,4500.0,2,86.6,0.0,92.7,-0.48,Urban,High,28.6,0.983,0,55.5,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:11,Van,1,2.0,2930.9,Diesel,19.076303,72.932556,50.0,3.78,4500.0,2,89.1,0.0,96.2,-1.71,Urban,High,27.7,0.997,0,55.5,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:12,Van,1,2.0,2930.9,Diesel,19.076428,72.932656,50.0,3.55,4500.0,2,99.4,0.0,92.4,-1.05,Urban,High,25.9,1.011,0,55.5,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:13,Van,1,2.0,2930.9,Diesel,19.076553,72.932756,50.0,3.94,4500.0,2,94.5,0.0,91.9,0.91,Urban,High,26.9,1.025,0,55.5,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:14,Van,1,2.0,2930.9,Diesel,19.076678,72.932856,50.0,3.36,4500.0,2,97.4,0.0,99.7,0.55,Urban,High,27.6,1.038,0,55.49,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:15,Van,1,2.0,2930.9,Diesel,19.076803,72.932956,50.0,3.14,4500.0,2,90.9,0.0,88.9,0.32,Urban,High,27.1,1.052,0,55.49,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:16,Van,1,2.0,2930.9,Diesel,19.076928,72.933056,50.0,3.92,4500.0,2,85.5,0.0,91.5,-0.46,Urban,High,27.1,1.066,0,55.49,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:17,Van,1,2.0,2930.9,Diesel,19.077053,72.933156,50.0,3.32,4500.0,2,86.3,0.0,96.8,-0.08,Urban,High,27.4,1.08,0,55.49,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:18,Van,1,2.0,2930.9,Diesel,19.077178,72.933256,50.0,4.04,4500.0,2,87.0,0.0,91.7,1.64,Urban,High,28.5,1.094,0,55.48,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:19,Van,1,2.0,2930.9,Diesel,19.077303,72.933356,50.0,3.61,4500.0,2,95.5,0.0,88.6,0.35,Urban,High,27.8,1.108,0,55.48,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:20,Van,1,2.0,2930.9,Diesel,19.077428,72.933456,50.0,3.78,4500.0,2,97.5,0.0,97.0,-1.55,Urban,High,27.5,1.122,0,55.48,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:21,Van,1,2.0,2930.9,Diesel,19.077553,72.933556,50.0,4.02,4500.0,2,93.5,0.0,94.1,-0.35,Urban,High,25.5,1.136,0,55.48,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:22,Van,1,2.0,2930.9,Diesel,19.077678,72.933656,50.0,3.05,4500.0,2,95.9,0.0,98.9,0.33,Urban,High,26.7,1.15,0,55.47,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:23,Van,1,2.0,2930.9,Diesel,19.077803,72.933756,50.0,3.16,4500.0,2,97.5,0.0,91.2,-0.11,Urban,High,27.6,1.163,0,55.47,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:24,Van,1,2.0,2930.9,Diesel,19.077928,72.933856,50.0,3.07,4500.0,2,86.7,0.0,97.7,0.62,Urban,High,30.2,1.177,0,55.47,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:25,Van,1,2.0,2930.9,Diesel,19.078053,72.933956,50.0,4.16,4500.0,2,96.0,0.0,91.8,2.23,Urban,High,28.8,1.191,0,55.46,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:26,Van,1,2.0,2930.9,Diesel,19.078178,72.934056,50.0,3.73,4500.0,2,87.7,0.0,97.7,0.88,Urban,High,30.8,1.205,0,55.46,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:27,Van,1,2.0,2930.9,Diesel,19.078303,72.934156,50.0,3.73,4500.0,2,89.0,0.0,89.3,-0.94,Urban,High,29.9,1.219,0,55.46,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:28,Van,1,2.0,2930.9,Diesel,19.078428,72.934256,50.0,2.77,4500.0,2,88.2,0.0,99.6,0.85,Urban,High,30.0,1.233,0,55.46,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:29,Van,1,2.0,2930.9,Diesel,19.078553,72.934356,50.0,3.74,4500.0,2,94.3,0.0,98.4,-0.31,Urban,High,28.4,1.247,0,55.45,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:30,Van,1,2.0,2930.9,Diesel,19.078678,72.934456,50.0,3.74,4500.0,2,94.5,0.0,93.5,-0.75,Urban,High,27.5,1.261,0,55.45,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:31,Van,1,2.0,2930.9,Diesel,19.078803,72.934556,50.0,3.15,4500.0,2,90.7,0.0,92.0,-1.27,Urban,High,26.0,1.275,0,55.45,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:32,Van,1,2.0,2930.9,Diesel,19.078928,72.934656,50.0,2.74,4500.0,2,97.1,0.0,91.6,0.8,Urban,High,27.1,1.288,0,55.45,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:33,Van,1,2.0,2930.9,Diesel,19.079053,72.934756,50.0,3.03,4500.0,2,91.2,0.0,88.2,-1.63,Urban,High,28.3,1.302,0,55.44,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:34,Van,1,2.0,2930.9,Diesel,19.079178,72.934856,50.0,3.5,4500.0,2,85.9,0.0,97.0,1.36,Urban,High,27.3,1.316,0,55.44,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:35,Van,1,2.0,2930.9,Diesel,19.079303,72.934956,50.0,3.93,4500.0,2,94.7,0.0,96.7,-0.43,Urban,High,26.9,1.33,0,55.44,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:36,Van,1,2.0,2930.9,Diesel,19.079428,72.935056,50.0,3.65,4500.0,2,90.7,0.0,99.1,0.56,Urban,High,28.7,1.344,0,55.44,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:37,Van,1,2.0,2930.9,Diesel,19.079553,72.935156,50.0,3.02,4500.0,2,96.7,0.0,95.5,-1.39,Urban,High,24.9,1.358,0,55.43,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:38,Van,1,2.0,2930.9,Diesel,19.079678,72.935256,50.0,4.04,4500.0,2,94.2,0.0,94.9,-0.5,Urban,High,27.9,1.372,0,55.43,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:39,Van,1,2.0,2930.9,Diesel,19.079803,72.935356,50.0,3.21,4500.0,2,92.9,0.0,99.0,1.47,Urban,High,23.9,1.386,0,55.43,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:40,Van,1,2.0,2930.9,Diesel,19.079928,72.935456,50.0,4.02,4500.0,2,92.6,0.0,93.9,0.39,Urban,High,28.3,1.4,0,55.42,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:41,Van,1,2.0,2930.9,Diesel,19.080053,72.935556,50.0,2.65,4500.0,2,99.8,0.0,99.4,0.09,Urban,High,28.3,1.413,0,55.42,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:42,Van,1,2.0,2930.9,Diesel,19.080178,72.935656,50.0,3.51,4500.0,2,87.4,0.0,93.0,0.08,Urban,High,28.1,1.427,0,55.42,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:43,Van,1,2.0,2930.9,Diesel,19.080303,72.935756,50.0,4.07,4500.0,2,90.5,0.0,94.1,-1.33,Urban,High,26.2,1.441,0,55.42,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:44,Van,1,2.0,2930.9,Diesel,19.080428,72.935856,50.0,3.28,4500.0,2,95.3,0.0,90.0,2.11,Urban,High,27.7,1.455,0,55.41,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:45,Van,1,2.0,2930.9,Diesel,19.080553,72.935956,50.0,3.63,4500.0,2,98.5,0.0,89.1,-0.11,Urban,High,27.9,1.469,0,55.41,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:46,Van,1,2.0,2930.9,Diesel,19.080678,72.936056,50.0,4.1,4500.0,2,91.7,0.0,97.4,0.92,Urban,High,29.5,1.483,0,55.41,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:47,Van,1,2.0,2930.9,Diesel,19.080803,72.936156,50.0,2.82,4500.0,2,96.5,0.0,99.1,0.77,Urban,High,28.7,1.497,0,55.41,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:48,Van,1,2.0,2930.9,Diesel,19.080928,72.936256,50.0,4.01,4500.0,2,93.2,0.0,93.7,1.41,Urban,High,27.4,1.511,0,55.4,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:49,Van,1,2.0,2930.9,Diesel,19.081053,72.936356,50.0,3.59,4500.0,2,87.8,0.0,91.9,0.28,Urban,High,28.6,1.525,0,55.4,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:50,Van,1,2.0,2930.9,Diesel,19.081178,72.936456,50.0,3.34,4500.0,2,91.4,0.0,97.9,-1.58,Urban,High,28.0,1.538,0,55.4,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:51,Van,1,2.0,2930.9,Diesel,19.081303,72.936556,50.0,4.1,4500.0,2,88.3,0.0,92.9,-0.13,Urban,High,28.2,1.552,0,55.4,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:52,Van,1,2.0,2930.9,Diesel,19.081428,72.936656,50.0,2.76,4500.0,2,90.7,0.0,96.3,1.22,Urban,High,29.0,1.566,0,55.39,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:53,Van,1,2.0,2930.9,Diesel,19.081553,72.936756,50.0,3.48,4500.0,2,94.4,0.0,97.6,0.54,Urban,High,28.8,1.58,0,55.39,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:54,Van,1,2.0,2930.9,Diesel,19.081678,72.936856,50.0,4.04,4500.0,2,91.3,0.0,96.1,0.3,Urban,High,29.3,1.594,0,55.39,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:55,Van,1,2.0,2930.9,Diesel,19.081803,72.936956,50.0,3.36,4500.0,2,99.6,0.0,96.9,-2.28,Urban,High,27.5,1.608,0,55.38,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:56,Van,1,2.0,2930.9,Diesel,19.081928,72.937056,50.0,3.55,4500.0,2,96.0,0.0,94.5,-0.35,Urban,High,29.9,1.622,0,55.38,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:57,Van,1,2.0,2930.9,Diesel,19.082053,72.937156,50.0,3.7,4500.0,2,86.8,0.0,91.7,0.07,Urban,High,28.8,1.636,0,55.38,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:58,Van,1,2.0,2930.9,Diesel,19.082178,72.937256,50.0,2.93,4500.0,2,93.0,0.0,92.8,-0.17,Urban,High,27.4,1.65,0,55.38,9.59,19.18,harsh_acceleration
V001,2026-08-22T10:11:59,Van,1,2.0,2930.9,Diesel,19.082303,72.937356,50.0,3.72,4500.0,2,87.0,0.0,94.4,-1.26,Urban,High,29.3,1.663,0,55.37,9.59,19.18,harsh_acceleration
V001,2026-08-22T12:10:00,Van,1,2.0,2714.7,Diesel,19.105391,72.833761,46.1,0.79,4500.0,3,50.5,0.0,44.1,-3.36,Highway,Low,29.5,0.013,0,30.39,4.23,9.18,downhill_acceleration
V001,2026-08-22T12:10:01,Van,1,2.0,2714.7,Diesel,19.105521,72.833865,51.9,1.61,4500.0,3,48.4,0.0,62.1,-4.09,Highway,Low,30.3,0.027,0,30.39,4.76,9.18,downhill_acceleration
